Year,Group,Units,Value
2025,Debagoiena,%,0.0
2025,Bidasoa,%,2.7
2025,Debabarrena,%,1.7
2025,Donostialdea,%,3.5
2025,Goierri,%,0.0
2025,Tolosaldea,%,1.7
2025,Urola-Kosta,%,0.7
2025,Gipuzkoa,%,1.9
