Year,Comarca,Units,Value
2025,Debagoiena,%,7.5
2025,Bidasoa,%,11.3
2025,Debabarrena,%,5.0
2025,Donostialdea,%,9.8
2025,Goierri,%,15.7
2025,Tolosaldea,%,10.0
2025,Urola-Kosta,%,9.3
2025,Gipuzkoa,%,9.9
