Year,Group,Units,Value
2025,Debagoiena,%,58.03
2025,Bidasoa,%,0.50.23
2025,Debabarrena,%,0.5916
2025,Donostialdea,%,0.5383
2025,Goierri,%,0.5310
2025,Tolosaldea,%,0.5413
2025,Urola-Kosta,%,0.5886
