Year,Group,Units,Value
2025,Debagoiena,%,0.0589
2025,Bidasoa,%,0.0614
2025,Debabarrena,%,0.0742
2025,Donostialdea,%,0.0609
2025,Goierri,%,0.0684
2025,Tolosaldea,%,0.0659
2025,Urola-Kosta,%,0.0593
