Year,Group,Units,Value
2025,Debagoiena,%,14.2
2025,Bidasoa,%,6.7
2025,Debabarrena,%,8.3
2025,Donostialdea,%,8.0
2025,Goierri,%,2.1
2025,Tolosaldea,%,2.5
2025,Urola-Kosta,%,6.7
2025,Gipuzkoa,%,7.1
