Year,Group,Units,Value
2025,Debagoiena,%,12.50
2025,Bidasoa,%,17.30
2025,Debabarrena,%,14.20
2025,Donostialdea,%,15.50
2025,Goierri,%,18.60
2025,Tolosaldea,%,13.30
2025,Urola-Kosta,%,10.70
2025,Gipuzkoa,%,14.8
