Year,Group,Units,Value
2025,Debagoiena,%,11.7
2025,Bidasoa,%,13.3
2025,Debabarrena,%,10.8
2025,Donostialdea,%,9.8
2025,Goierri,%,9.3
2025,Tolosaldea,%,10.8
2025,Urola-Kosta,%,6.7
2025,Gipuzkoa,%,10.2
