Year,Group,Units,Value
2025,Debagoiena,%,2.5
2025,Bidasoa,%,0.7
2025,Debabarrena,%,2.5
2025,Donostialdea,%,2.8
2025,Goierri,%,2.1
2025,Tolosaldea,%,5.0
2025,Urola-Kosta,%,3.3
2025,Gipuzkoa,%,2.7
