Year,Group,Units,Value
2025,Debagoiena,%,85.80
2025,Bidasoa,%,86.50
2025,Debabarrena,%,73.80
2025,Donostialdea,%,85.40
2025,Goierri,%,77.60
2025,Tolosaldea,%,82.20
2025,Urola-Kosta,%,89,80
