Year,Group,Units,Value
2025,Debagoiena,%,71.60
2025,Bidasoa,%,40.00
2025,Debabarrena,%,60.00
2025,Donostialdea,%,50.60
2025,Goierri,%,64.20
2025,Tolosaldea,%,69.20
2025,Urola-Kosta,%,63.30
2025,Gipuzkoa,%,60
