Year,Group,Units,Value
2025,Debagoiena,%,5.0
2025,Bidasoa,%,2.0
2025,Debabarrena,%,0.8
2025,Donostialdea,%,3.8
2025,Goierri,%,10.8
2025,Tolosaldea,%,2.5
2025,Urola-Kosta,%,1.3
2025,Gipuzkoa,%,3.7
