Year,Group,Units,Value
2025,Debagoiena,%,88.30
2025,Bidasoa,%,87.30
2025,Debabarrena,%,86.60
2025,Donostialdea,%,85.00
2025,Goierri,%,84.30
2025,Tolosaldea,%,86.70
2025,Urola-Kosta,%,85.30
