Year,Group,Units,Value
2025,Debagoiena,%,1.7
2025,Bidasoa,%,0.7
2025,Debabarrena,%,1.7
2025,Donostialdea,%,0.2
2025,Goierri,%,2.1
2025,Tolosaldea,%,0.0
2025,Urola-Kosta,%,0.0
2025,Gipuzkoa,%,0.8
